K00001	alcohol_dehydrogenase_[EC:1.1.1.1]
K15332	tRNA_(uracil-5-)-methyltransferase
K15333	tRNA_guanosine-2'-O-methyltransferase_[EC:2.1.1.34]
K15334	multisite-specific_tRNA:(cytosine-C5)-methyltransferase_[EC:2.1.1.202]
K15335	tRNA_(cytosine34-C5)-methyltransferase_[EC:2.1.1.203]
K15336	tRNA_(cytosine38-C5)-methyltransferase_[EC:2.1.1.204]
K15337	polyketide_biosynthesis_acyl_carrier_protein
K15338	flap_endonuclease_GEN_[EC:3.1.-.-]
K15339	holliday_junction_resolvase_YEN1_[EC:3.1.-.-]
K15340	DNA_cross-link_repair_1A_protein
K15341	DNA_cross-link_repair_1B_protein_[EC:3.1.-.-]
K15342	CRISP-associated_protein_Cas1
K15343	E3_ubiquitin-protein_ligase_SspH1_[EC:6.3.2.19]
K15344	secreted_effector_protein_SseB
K15345	secreted_effector_protein_SseC
K15346	secreted_effector_protein_SseD
K15347	secreted_effector_protein_SifA
K15348	pleckstrin_homology_domain-containing_family_M_member_2
K15349	secreted_effector_protein_SseJ
K15350	secreted_effector_protein_SseF
K15351	secreted_effector_protein_SseG
K15352	secreted_effector_protein_PipB2
K15353	E3_ubiquitin-protein_ligase_SspH2_[EC:6.3.2.19]
K15354	secreted_effector_protein_SseI
K15356	GDP-mannose_transporter
K15357	N-formylmaleamate_deformylase_[EC:3.5.1.106]
K15358	enamidase_[EC:3.5.2.18]
K15359	6-hydroxy-3-succinoylpyridine_hydroxylase_[EC:3.7.1.-]
K15360	centromere_protein_X
K15361	WD_repeat-containing_protein_48
K15362	fanconi_anemia_group_J_protein_[EC:3.6.4.12]
K15363	fanconi-associated_nuclease_1
K15364	RecQ-mediated_genome_instability_protein_1
K15365	RecQ-mediated_genome_instability_protein_2
K15366	salmonella_plasmid_virulence_protein_B
K15367	secretion_system_chaperone_SseA
K15368	secretion_system_chaperone_SscA
K15369	trafficking_kinesin-binding_protein_1
K15370	inactive_phospholipase_C-like_protein_2
K15371	glutamate_dehydrogenase_[EC:1.4.1.2]
K15372	taurine---2-oxoglutarate_transaminase_[EC:2.6.1.55]
K15373	sulfoacetaldehyde_reductase_[EC:1.1.1.313]
K15374	trafficking_kinesin-binding_protein_2
K15375	inactive_phospholipase_C-like_protein_1
K15376	gephyrin_[EC:2.10.1.1_2.7.7.75]
K15377	solute_carrier_family_44_(choline_transporter-like_protein),_member_2/4/5
K15378	solute_carrier_family_45,_member_1/2/4
K15379	solute_carrier_family_45,_member_3
K15380	solute_carrier_family_48_(heme_transporter),_member_1
K15381	MFS_transporter,_FLVCR_family,_disrupted_in_renal_carcinoma_protein_2
K15382	solute_carrier_family_50_(sugar_transporter)
K15383	MtN3_and_saliva_related_transmembrane_protein
K15384	aspyridone_synthetase,_hybrid_polyketide_synthase_/_nonribosomal_peptide_synthetase
K15385	aspyridone_synthetase_trans-acting_enoyl_reductase
K15386	cytochrome_P450_monooxygenase
K15387	FAD-dependent_monooxygenase
K15388	cytochrome_P450_monooxygenase
K15389	acyl-CoA_dehydrogenase
K15390	pseurotin_A_synthetase,_hybrid_polyketide_synthase_/_nonribosomal_peptide_synthetase
K15391	cyclopiazonic_acid_synthetase,_hybrid_polyketide_synthase_/_nonribosomal_peptide_synthetase
K15392	cyclo-acetoacetyl-L-tryptophan_dimethylallyltransferase_[EC:2.5.1.-]
K15393	FAD-dependent_oxidoreductase
K15394	hybrid_polyketide_synthase_/_nonribosomal_peptide_synthetase_ACE1
K15395	hybrid_polyketide_synthase_/_nonribosomal_peptide_synthetase_FtdB
K15396	tRNA_(cytidine32/uridine32-2'-O)-methyltransferase_[EC:2.1.1.200]
K15397	3-ketoacyl-CoA_synthase_[EC:2.3.1.199]
K15398	cytochrome_P450,_family_86,_subfamily_A,_polypeptide_2/4/7/8_(fatty_acid_omega-hydroxylase)_[EC:1.14.-.-]
K15399	cytochrome_P450,_family_77,_subfamily_A,_polypeptide_6_[EC:1.14.-.-]
K15400	omega-hydroxypalmitate_O-feruloyl_transferase_[EC:2.3.1.188]
K15401	cytochrome_P450,_family_86,_subfamily_A,_polypeptide_1_(fatty_acid_omega-hydroxylase)_[EC:1.14.-.-]
K15402	cytochrome_P450,_family_86,_subfamily_B,_polypeptide_1_(fatty_acid_omega-hydroxylase)_[EC:1.14.-.-]
K15403	fatty_acid_omega-hydroxy_dehydrogenase_[EC:1.1.-.-]
K15404	aldehyde_decarbonylase_[EC:4.1.99.5]
K15405	cytochrome_P450,_family_96,_subfamily_A,_polypeptide_15_(midchain_alkane_hydroxylase)
K15406	wax-ester_synthase_/_diacylglycerol_O-acyltransferase_[EC:2.3.1.75_2.3.1.20]
K15407	queuine_tRNA-ribosyltransferase_subunit_QTRTD1_[EC:2.4.2.29]
K15408	cytochrome_c_oxidase_subunit_I+III_[EC:1.9.3.1]
K15409	serine/threonine-protein_kinase_SRPK1_[EC:2.7.11.1]
K15410	elongation_factor_1-delta
K15411	paired_immunoglobulin-like_type_2_receptor_alpha
K15412	complement_factor_properdin
K15413	nuclear_autoantigen_Sp-100
K15414	complement_component_1_Q_subcomponent-binding_protein,_mitochondrial
K15415	monodictyphenone_polyketide_synthase
K15416	orsellinic_acid_synthase
K15417	zearalenone_synthase,_nonreducing_iterative_type_I_polyketide_synthase
K15418	zearalenone_synthase,_highly_reducing_iterative_type_I_polyketide_synthase
K15419	emericellamide_biosynthesis,_highly_reducing_iterative_type_I_polyketide_synthase
K15420	echinoderm_microtubule-associated_protein-like_4
K15421	secretion-regulating_guanine_nucleotide_exchange_factor
K15422	3'(2'),_5'-bisphosphate_nucleotidase_/_inositol_polyphosphate_1-phosphatase_[EC:3.1.3.7_3.1.3.57]
K15423	serine/threonine-protein_phosphatase_4_catalytic_subunit_[EC:3.1.3.16]
K15424	serine/threonine-protein_phosphatase_4_regulatory_subunit_1
K15425	serine/threonine-protein_phosphatase_4_regulatory_subunit_2
K15426	serine/threonine-protein_phosphatase_4_regulatory_subunit_4
K15427	serine/threonine-protein_phosphatase_PP1-1_[EC:3.1.3.16]
K15428	Cys-Gly_metallodipeptidase_DUG1_[EC:3.4.13.-]
K15429	tRNA_(guanine37-N1)-methyltransferase_[EC:2.1.1.228]
K15430	tRNA_(guanine10-N2)-methyltransferase_[EC:2.1.1.214]
K15431	bacterial_type_III_polyketide_synthase
K15432	ashwin
K15433	RLL_motif_containing_protein_1
K15434	protein_FAM98B
K15435	2',3'-cyclic-nucleotide_3'-phosphodiesterase_[EC:3.1.4.37]
K15436	transportin-3
K15437	aminoacyl_tRNA_synthase_complex-interacting_multifunctional_protein_1
K15438	aminoacyl_tRNA_synthase_complex-interacting_multifunctional_protein_2
K15439	eukaryotic_translation_elongation_factor_1_epsilon-1
K15440	tRNA-specific_adenosine_deaminase_1_[EC:3.5.4.34]
K15441	tRNA-specific_adenosine_deaminase_2_[EC:3.5.4.-]
K15442	tRNA-specific_adenosine_deaminase_3
K15443	tRNA_(guanine-N(7)-)-methyltransferase_subunit_TRM82
K15444	tRNA_(uracil-5-)-methyltransferase_TRM9_[EC:2.1.1.229]
K15445	tRNA_(guanine9-N1)-methyltransferase_[EC:2.1.1.221]
K15446	tRNA:m4X_modification_enzyme_[EC:2.1.1.225]
K15447	tRNASer_(uridine44-2'-O)-methyltransferase_[EC:2.1.1.211]
K15448	multifunctional_methyltransferase_subunit_TRM112
K15449	tRNA_wybutosine-synthesizing_protein_1
K15450	tRNA_wybutosine-synthesizing_protein_3_[EC:2.1.1.-]
K15451	tRNA_wybutosine-synthesizing_protein_4_[EC:2.1.1.-]
K15452	tRNA_pseudouridine_synthase_2_[EC:5.4.99.-]
K15453	pseudouridine_synthase_6_[EC:5.4.99.-]
K15454	tRNA_pseudouridine_synthase_9_[EC:5.4.99.-]
K15455	diphthamide_biosynthesis_protein_3
K15456	protein_KTI12
K15457	SIT4-associating_protein_SAP155
K15458	SIT4-associating_protein_SAP185/190
K15460	tRNA1Val_(adenine37-N6)-methyltransferase_[EC:2.1.1.223]
K15461	tRNA_5-methylaminomethyl-2-thiouridine_biosynthesis_bifunctional_protein_[EC:2.1.1.61_1.5.-.-]
K15462	protein_ATS1
K15463	tRNA_A64-2'-O-ribosylphosphate_transferase_[EC:2.4.2.-]
K15464	BCL2/adenovirus_E1B_19_kDa_protein-interacting_protein_3
K15465	BCL2/adenovirus_E1B_19_kDa_protein-interacting_protein_3-like
K15466	amide_synthase
K15467	27-O-demethylrifamycin_SV_methyltransferase_[EC:2.1.1.-]
K15468	cytochrome_P450_PksS
K15469	rhizoxin_biosynthesis_acyltransferase
K15470	cytochrome_P450_monooxygenase
K15471	O-methyltransferase_[EC:2.1.1.-]
K15472	premnaspirodiene_oxygenase_[EC:1.14.13.121]
K15473	effector_protein_SdeA
K15474	enhanced_entry_protein_EnhC
K15475	enhanced_entry_protein_LpnE
K15476	VPS_inhibitor_protein_A
K15477	VPS_inhibitor_protein_D
K15478	VPS_inhibitor_protein_E
K15479	guanine_nucleotide_exchange_protein_RalF
K15480	effector_protein_DrrA/SidM
K15481	effector_protein_LidA
K15482	effector_protein_SidC
K15483	effector_protein_SdcA
K15484	inhibitor_of_growth_protein_SidF
K15485	Bcl-2-like_protein_13
K15486	serine/threonine-protein_kinase_LegK1_[EC:2.7.1.-]
K15487	effector_protein_SdbA
K15488	E3_ubiquitin-protein_ligase_LubX_[EC:6.3.2.19]
K15490	glucosyltransferase_Lgt1/2/3
K15491	effector_protein_SidI
K15492	effector_protein_B
K15493	neuron-specific_vesicular_protein_calcyon
K15494	protein_phosphatase_1_regulatory_subunit_1B
K15495	molybdate/tungstate_transport_system_substrate-binding_protein
K15496	molybdate/tungstate_transport_system_permease_protein
K15497	molybdate/tungstate_transport_system_ATP-binding_protein_[EC:3.6.3.-]
K15498	serine/threonine-protein_phosphatase_6_catalytic_subunit_[EC:3.1.3.16]
K15499	serine/threonine-protein_phosphatase_6_regulatory_subunit_1
K15500	serine/threonine-protein_phosphatase_6_regulatory_subunit_2
K15501	serine/threonine-protein_phosphatase_6_regulatory_subunit_3
K15502	serine/threonine-protein_phosphatase_6_regulatory_ankyrin_repeat_subunit_A
K15503	serine/threonine-protein_phosphatase_6_regulatory_ankyrin_repeat_subunit_B
K15504	serine/threonine-protein_phosphatase_6_regulatory_ankyrin_repeat_subunit_C
K15505	DNA_repair_protein_RAD5_[EC:3.6.4.-]
K15506	cytochrome_P450,_family_98,_subfamily_A,_polypeptide_8/9_[EC:1.14.13.-]
K15507	21S_rRNA_(GM2251-2'-O)-methyltransferase_[EC:2.1.1.-]
K15508	21S_rRNA_(uridine2791-2'-O)-methyltransferase_[EC:2.1.1.168]
K15509	sulfopropanediol_3-dehydrogenase_[EC:1.1.1.308]
K15510	coenzyme_F420-dependent_glucose-6-phosphate_dehydrogenase_[EC:1.1.98.2]
K15511	benzoyl-CoA_2,3-dioxygenase_component_A_[EC:1.14.12.21]
K15512	benzoyl-CoA_2,3-dioxygenase_component_B_[EC:1.14.12.21]
K15513	benzoyl-CoA-dihydrodiol_lyase_[EC:4.1.2.44]
K15514	3,4-dehydroadipyl-CoA_semialdehyde_dehydrogenase_[EC:1.2.1.77]
K15515	sulfoacetaldehyde_dehydrogenase_[EC:1.2.1.81]
K15516	fragile_X_mental_retardation_protein
K15517	glycine_N-phenylacetyltransferase_[EC:2.3.1.192]
K15518	deoxyguanosine_kinase_[EC:2.7.1.113]
K15519	deoxyadenosine/deoxycytidine_kinase_[EC:2.7.1.76_2.7.1.74]
K15520	mycothiol_synthase_[EC:2.3.1.189]
K15521	D-inositol-3-phosphate_glycosyltransferase_[EC:2.4.1.250]
K15522	protein-fructosamine_3-kinase_[EC:2.7.1.171]
K15523	protein-ribulosamine_3-kinase_[EC:2.7.1.172]
K15524	mannosylglycerate_hydrolase_[EC:3.2.1.170]
K15525	N-acetyl-1-D-myo-inositol-2-amino-2-deoxy-alpha-D-glucopyranoside_deacetylase_[EC:3.5.1.103]
K15526	L-cysteine:1D-myo-inositol_2-amino-2-deoxy-alpha-D-glucopyranoside_ligase_[EC:6.3.1.13]
K15527	cysteate_synthase_[EC:2.5.1.76]
K15528	fatty_acid_amide_hydrolase_[EC:3.5.1.99]
K15529	ADP-ribose_1''-phosphate_phosphatase_[EC:3.1.3.84]
K15530	rhamnogalacturonan_acetylesterase_[EC:3.1.1.86]
K15531	oligosaccharide_reducing-end_xylanase_[EC:3.2.1.156]
K15532	unsaturated_rhamnogalacturonyl_hydrolase_[EC:3.2.1.172]
K15533	1,3-beta-galactosyl-N-acetylhexosamine_phosphorylase_[EC:2.4.1.211]
K15534	beta-D-galactosyl-(1->4)-L-rhamnose_phosphorylase_[EC:2.4.1.247]
K15535	phosphoglucan,_water_dikinase_[EC:2.7.9.5]
K15536	soluble_cytochrome_b562
K15537	alkylglycerol_monooxygenase_[EC:1.14.16.5]
K15538	glycoprotein_endo-alpha-1,2-mannosidase_[EC:3.2.1.130]
K15539	cytoskeleton_protein_RodZ
K15540	chaperone_protein_EcpD
K15541	protein_MPE1
K15542	polyadenylation_factor_subunit_2
K15543	RNA_end_formation_protein_2
K15544	RNA_polymerase_II_subunit_A_C-terminal_domain_phosphatase_SSU72_[EC:3.1.3.16]
K15545	transcriptional_regulator_of_PTS_gene
K15546	XRE_family_transcriptional_regulator,_aerobic/anaerobic_benzoate_catabolism_transcriptional_regulator
K15547	multidrug_resistance_protein_MdtO
K15548	p-hydroxybenzoic_acid_efflux_pump_subunit_AaeA
K15549	multidrug_resistance_protein_MdtN
K15550	multidrug_resistance_outer_membrane_protein_MdtP
K15551	taurine_transport_system_substrate-binding_protein
K15552	taurine_transport_system_permease_protein
K15553	sulfonate_transport_system_substrate-binding_protein
K15554	sulfonate_transport_system_permease_protein
K15555	sulfonate_transport_system_ATP-binding_protein_[EC:3.6.3.-]
K15556	phthalate_transport_system_substrate-binding_protein
K15557	phthalate_transport_system_permease_protein
K15558	phthalate_transport_system_ATP-binding_protein
K15559	regulator_of_Ty1_transposition_protein_103
K15560	protein_NRD1
K15561	nuclear_polyadenylated_RNA-binding_protein_3
K15562	serine/threonine-protein_kinase_BUR1_[EC:2.7.11.22_2.7.11.23]
K15563	protein_BUR2
K15564	CTD_kinase_subunit_beta
K15565	CTD_kinase_subunit_gamma
K15566	tRNA_(adenine9-N1/guanine9-N1)-methyltransferase_[EC:2.1.1.218_2.1.1.221]
K15567	naphthyl-2-methylsuccinate_synthase_beta_subunit_[EC:4.1.99.-]
K15568	naphthyl-2-methylsuccinate_synthase_gamma_subunit_[EC:4.1.99.-]
K15569	naphthyl-2-methylsuccinate_CoA_transferase_subunit_[EC:2.8.3.-]
K15570	naphthyl-2-methylsuccinate_CoA_transferase_subunit_[EC:2.8.3.-]
K15571	naphthyl-2-methylsuccinyl-CoA_dehydrogenase_[EC:1.3.99.-]
K15572	naphthyl-2-hydroxymethylsuccinyl-CoA_hydratase_[EC:4.2.1.-]
K15573	naphthyl-2-hydroxymethylsuccinyl-CoA_dehydrogenase_[EC:1.1.-.-]
K15574	naphthyl-2-oxomethyl-succinyl-CoA_thiolase_subunit_[EC:2.3.1.-]
K15575	naphthyl-2-oxomethyl-succinyl-CoA_thiolase_subunit_[EC:2.3.1.-]
K15576	nitrate/nitrite_transport_system_substrate-binding_protein
K15577	nitrate/nitrite_transport_system_permease_protein
K15578	nitrate/nitrite_transport_system_ATP-binding_protein_[EC:3.6.3.-]
K15579	nitrate/nitrite_transport_system_ATP-binding_protein
K15580	oligopeptide_transport_system_substrate-binding_protein
K15581	oligopeptide_transport_system_permease_protein
K15582	oligopeptide_transport_system_permease_protein
K15583	oligopeptide_transport_system_ATP-binding_protein
K15584	nickel_transport_system_substrate-binding_protein
K15585	nickel_transport_system_permease_protein
K15586	nickel_transport_system_permease_protein
K15587	nickel_transport_system_ATP-binding_protein_[EC:3.6.3.24]
K15588	histone-lysine_N-methyltransferase_NSD1_[EC:2.1.1.43]
K15589	aryl_hydrocarbon_receptor_nuclear_translocator_2
K15590	transcription_factor_EB
K15591	transcription_factor_EC
K15592	ets_translocation_variant_4
K15593	ets_translocation_variant_5
K15594	cyclin-dependent_kinase_15_[EC:2.7.11.22]
K15595	cyclin-dependent_kinase_17_[EC:2.7.11.22]
K15596	cyclin-dependent_kinase_18_[EC:2.7.11.22]
K15598	putative_hydroxymethylpyrimidine_transport_system_substrate-binding_protein
K15599	putative_hydroxymethylpyrimidine_transport_system_permease_protein
K15600	putative_hydroxymethylpyrimidine_transport_system_ATP-binding_protein
K15601	lysine-specific_demethylase_3_[EC:1.14.11.-]
K15602	prominin_2
K15603	transcription_factor_4/12
K15604	protein_lyl-1
K15605	krueppel-like_factor_3
K15606	T-cell_leukemia_homeobox_protein_2
K15607	T-cell_leukemia_homeobox_protein_3
K15608	paired_box_protein_2
K15609	pre-B-cell_leukemia_transcription_factor_2
K15610	pre-B-cell_leukemia_transcription_factor_3
K15611	pre-B-cell_leukemia_transcription_factor_4
K15612	rhombotin-2
K15613	homeobox_protein_Meis1
K15614	homeobox_protein_SIX1
K15615	homeobox_protein_SIX4
K15616	eyes_absent_homolog_1_[EC:3.1.3.48]
K15617	LIM_domain-binding_protein_1
K15618	B-cell_lymphoma_6_protein
K15619	Kunitz-type_protease_inhibitor_1
K15620	golgi_phosphoprotein_3
K15621	BAI1-associated_protein_3
K15622	myeloid_leukemia_factor_1
K15623	protein_SSXT
K15624	protein_SSX1
K15625	protein_SSX2
K15626	nuclear_protein,_1
K15627	tether_containing_UBX_domain_for_GLUT4
K15628	ATP-binding_cassette,_subfamily_D_(ALD),_peroxisomal_long-chain_fatty_acid_import_protein
K15629	fatty-acid_peroxygenase_[EC:1.11.2.4]
K15630	GDP-D-glucose_phosphorylase_[EC:2.7.7.78]
K15631	molybdenum_cofactor_sulfurtransferase_[EC:2.8.1.9]
K15632	23S_rRNA_(adenine2503-C8)-methyltransferase_[EC:2.1.1.224]
K15633	2,3-bisphosphoglycerate-independent_phosphoglycerate_mutase_[EC:5.4.2.12]
K15634	probable_phosphoglycerate_mutase_[EC:5.4.2.12]
K15635	2,3-bisphosphoglycerate-independent_phosphoglycerate_mutase_[EC:5.4.2.12]
K15636	phosphoglucomutase-like_protein_5
K15637	serine/threonine-protein_phosphatase_PGAM5_[EC:3.1.3.16]
K15638	cytochrome_P450,_family_72,_subfamily_C,_polypeptide_1
K15639	cytochrome_P450,_family_734,_subfamily_A,_polypeptide_1_(PHYB_activation_tagged_suppressor_1)_[EC:1.14.-.-]
K15640	uncharacterized_phosphatase
K15641	myxalamid-type_polyketide_synthase_MxaF
K15642	myxalamid-type_polyketide_synthase_MxaE_and_MxaD,_KS-AT-DH-KR-ACP_domains
K15643	myxalamid-type_polyketide_synthase_MxaB
K15644	coronafacic_acid_polyketide_synthase_Cfa6
K15645	coronafacic_acid_polyketide_synthase_Cfa7
K15646	coronamic_acid_synthetase_CmaA,_adenylation_and_thiolation_didomain_protein
K15647	coronamic_acid_synthetase_CmaE,_aminoacyltransferase
K15648	coronamic_acid_synthetase_CmaD,_carrier_protein
K15649	coronamic_acid_synthetase_CmaT,_thioesterase_component
K15650	non-haem_Fe2+,_alpha-ketoglutarate-dependent_halogenase
K15651	aminocarboxycyclopropane-forming_enzyme
K15652	3-dehydroshikimate_dehydratase_[EC:4.2.1.118]
K15653	nonribosomal_peptide_synthetase_MxcG
K15654	surfactin_family_lipopeptide_synthetase_A
K15655	surfactin_family_lipopeptide_synthetase_B
K15656	surfactin_family_lipopeptide_synthetase_C
K15657	external_thioesterase_TEII
K15658	arthrofactin-type_cyclic_lipopeptide_synthetase_A
K15659	arthrofactin-type_cyclic_lipopeptide_synthetase_B
K15660	arthrofactin-type_cyclic_lipopeptide_synthetase_C
K15661	iturin_family_lipopeptide_synthetase_A
K15662	iturin_family_lipopeptide_synthetase_B
K15663	iturin_family_lipopeptide_synthetase_C
K15664	fengycin_family_lipopeptide_synthetase_A
K15665	fengycin_family_lipopeptide_synthetase_B
K15666	fengycin_family_lipopeptide_synthetase_C
K15667	fengycin_family_lipopeptide_synthetase_D
K15668	fengycin_family_lipopeptide_synthetase_E
K15669	D-glycero-alpha-D-manno-heptose_1-phosphate_guanylyltransferase_[EC:2.7.7.71]
K15670	rifamycin_polyketide_synthase_modules_1,_2_and_3
K15671	rifamycin_polyketide_synthase_modules_4,_5_and_6
K15672	rifamycin_polyketide_synthase_modules_7_and_8
K15673	rifamycin_polyketide_synthase_modules_9_and_10
K15674	rhizoxin_biosynthesis,_polyketide_synthase_/_nonribosomal_peptide_synthetase_RhiA
K15675	rhizoxin_biosynthesis,_polyketide_synthase_/_nonribosomal_peptide_synthetase_RhiB
K15676	rhizoxin_biosynthesis,_polyketide_synthase_RhiC
K15677	rhizoxin_biosynthesis,_polyketide_synthase_RhiD
K15678	rhizoxin_biosynthesis,_polyketide_synthase_RhiE
K15679	rhizoxin_biosynthesis,_polyketide_synthase_RhiF
K15680	corticosteroid_11-beta-dehydrogenase_isozyme_1_[EC:1.1.1.146]
K15681	aminotransferase_MxcL
K15682	ligand_of_Numb_protein_X_3/4
K15683	NF-X1-type_zinc_finger_protein_NFXL1
K15684	bifunctional_apoptosis_regulator
K15685	E3_ubiquitin-protein_ligase_Hakai_[EC:6.3.2.19]
K15686	RNA-binding_protein_MEX3
K15687	E3_ubiquitin-protein_ligase_makorin_[EC:6.3.2.19]
K15688	E3_ubiquitin-protein_ligase_MUL1_[EC:6.3.2.19]
K15689	E3_ubiquitin-protein_ligase_NEURL3_[EC:6.3.2.19]
K15690	RING_finger_and_CCCH-type_zinc_finger_domain-containing_protein
K15691	E3_ubiquitin-protein_ligase_RFWD3_[EC:6.3.2.19]
K15692	E3_ubiquitin-protein_ligase_RNF13_[EC:6.3.2.19]
K15693	RING_finger_protein_26
K15694	RING_finger_protein_43
K15695	E3_ubiquitin-protein_ligase_RNF103_[EC:6.3.2.19]
K15696	RING_finger_protein_113B
K15697	RING_finger_protein_114
K15698	RING_finger_protein_121
K15699	RING_finger_protein_122
K15700	E3_ubiquitin-protein_ligase_RNF146_[EC:6.3.2.19]
K15701	E3_ubiquitin-protein_ligase_RNF130_[EC:6.3.2.19]
K15702	E3_ubiquitin-protein_ligase_RNF133_[EC:6.3.2.19]
K15703	E3_ubiquitin-protein_ligase_RNF139_[EC:6.3.2.19]
K15704	E3_ubiquitin-protein_ligase_RNF149_[EC:6.3.2.19]
K15705	E3_ubiquitin-protein_ligase_RNF152_[EC:6.3.2.19]
K15706	E3_ubiquitin-protein_ligase_RNF167_[EC:6.3.2.19]
K15707	RING_finger_protein_170
K15708	E3_ubiquitin-protein_ligase_RNF180_[EC:6.3.2.19]
K15709	E3_ubiquitin-protein_ligase_RNF187_[EC:6.3.2.19]
K15710	E3_ubiquitin-protein_ligase_SHPRH_[EC:3.6.4.-_6.3.2.19]
K15711	SWI/SNF-related_matrix-associated_actin-dependent_regulator_of_chromatin_subfamily_A3_[EC:3.6.4.-_6.3.2.19]
K15712	E3_ubiquitin-protein_ligase_TTC3_[EC:6.3.2.19]
K15713	E3_ubiquitin-protein_ligase_UHRF2_[EC:6.3.2.19]
K15714	E3_ubiquitin-protein_ligase_ZNF645_[EC:6.3.2.19]
K15715	Zinc/RING_finger_protein_4
K15716	E3_ubiquitin-protein_ligase_ZSWIM2_[EC:6.3.2.19]
K15717	prostamide/prostaglandin_F2alpha_synthase_[EC:1.11.1.20]
K15718	linoleate_9S-lipoxygenase_[EC:1.13.11.58]
K15719	protein_O-GlcNAcase_/_histone_acetyltransferase_[EC:3.2.1.169_2.3.1.48]
K15720	NEDD4-binding_protein_2_[EC:3.-.-.-]
K15721	pesticin/yersiniabactin_receptor
K15722	cell_division_activator
K15723	SecY_interacting_protein_Syd
K15724	iron-sulfur_cluster_insertion_protein
K15725	cobalt-zinc-cadmium_resistance_protein_CzcC
K15726	cobalt-zinc-cadmium_resistance_protein_CzcA
K15727	cobalt-zinc-cadmium_resistance_protein_CzcB
K15728	phosphatidate_phosphatase_LPIN_[EC:3.1.3.4]
K15729	microsomal_prostaglandin-E_synthase_1_[EC:5.3.99.3]
K15730	cytosolic_prostaglandin-E_synthase_[EC:5.3.99.3]
K15731	carboxy-terminal_domain_RNA_polymerase_II_polypeptide_A_small_phosphatase_[EC:3.1.3.16]
K15732	RNA_polymerase_II_subunit_A_C-terminal_domain_phosphatase_[EC:3.1.3.16]
K15733	dye_decolorizing_peroxidase_[EC:1.11.1.19]
K15734	all-trans-retinol_dehydrogenase_(NAD+)_[EC:1.1.1.105]
K15735	GntR_family_transcriptional_regulator,_carbon_starvation_induced_regulator
K15736	L-2-hydroxyglutarate_oxidase_[EC:1.1.3.-]
K15737	protein_CsiD
K15738	ATP-binding_cassette,_subfamily_F,_uup
K15739	D-alanine---(R)-lactate_ligase_[EC:6.1.2.1]
K15740	tetrahydromethanopterin:alpha-L-glutamate_ligase_[EC:6.3.2.33]
K15741	methylthioalkylmalate_synthase_1_[EC:2.3.3.-]
K15742	methylthioalkylmalate_synthase_3_[EC:2.3.3.-]
K15743	carboxylesterase_3/5_[EC:3.1.1.1]
K15744	zeta-carotene_isomerase_[EC:5.2.1.12]
K15745	phytoene_desaturase_(3,4-didehydrolycopene-forming)_[EC:1.3.99.30]
K15746	beta-carotene_3-hydroxylase_[EC:1.14.13.129]
K15747	cytochrome_P450,_family_97,_subfamily_A_(beta-ring_hydroxylase)_[EC:1.14.-.-]
K15748	beta-D-glucopyranosyl_abscisate_beta-glucosidase_[EC:3.2.1.175]
K15749	2,2',3-trihydroxybiphenyl_dioxygenase_[EC:1.13.11.-]
K15750	biphenyl_2,3-dioxygenase_subunit_beta_[EC:1.14.12.18]
K15751	carbazole_1,9a-dioxygenase,_terminal_dioxygenase_component_[EC:1.14.12.22]
K15752	carbazole_1,9a-dioxygenase,_ferredoxin_component
K15753	carbazole_1,9a-dioxygenase,_ferredoxin_reductase_component
K15754	2'-aminobiphenyl-2,3-diol_1,2-dioxygenase,_small_subunit_[EC:1.13.11.-]
K15755	2'-aminobiphenyl-2,3-diol_1,2-dioxygenase,_large_subunit_[EC:1.13.11.-]
K15756	2-hydroxy-6-oxo-6-(2'-aminophenyl)hexa-2,4-dienoate_hydrolase_[EC:3.7.1.-]
K15757	xylene_monooxygenase_subunit_XylM_[EC:1.14.15.-]
K15758	xylene_monooxygenase_electron_transfer_component_[EC:1.18.1.3]
K15759	inositol_monophosphatase_3_[EC:3.1.3.25_3.1.3.7]
K15760	toluene_monooxygenase_system_protein_A_[EC:1.14.13.-]
K15761	toluene_monooxygenase_system_protein_B_[EC:1.14.13.-]
K15762	toluene_monooxygenase_system_ferredoxin_subunit
K15763	toluene_monooxygenase_system_protein_D_[EC:1.14.13.-]
K15764	toluene_monooxygenase_system_protein_E_[EC:1.14.13.-]
K15765	toluene_monooxygenase_electron_transfer_component_[EC:1.18.1.3]
K15766	2-aminobenzenesulfonate_2,3-dioxygenase_subunit_alpha_[EC:1.14.12.14]
K15767	2-aminobenzenesulfonate_2,3-dioxygenase_subunit_beta_[EC:1.14.12.14]
K15768	p-toluenesulfonate_methyl-monooxygenase_oxygenase_component_TsaM_[EC:1.14.13.-]
K15769	p-toluenesulfonate_methyl-monooxygenase_reductase_component_TsaB_[EC:1.14.13.-]
K15770	arabinogalactan_oligomer_/_maltooligosaccharide_transport_system_substrate-binding_protein
K15771	arabinogalactan_oligomer_/_maltooligosaccharide_transport_system_permease_protein
K15772	arabinogalactan_oligomer_/_maltooligosaccharide_transport_system_permease_protein
K15773	HTH-type_transcriptional_regulator,_antitoxin_HipB
K15774	betanidin_5-O-glucosyltransferase_[EC:2.4.1.-]
K15775	betanidin_6-O-glucosyltransferase_[EC:2.4.1.-]
